Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:7.7594 	Average Loss:  1.0881863337755204
Iteration:  200 	s:7.6384 	Average Loss:  1.099056447148323
Iteration:  300 	s:7.7219 	Average Loss:  1.0988968700170516
Iteration:  400 	s:7.7121 	Average Loss:  1.0990071189403534
Iteration:  500 	s:7.7381 	Average Loss:  1.0976671731472016
Iteration:  600 	s:7.6861 	Average Loss:  1.099155901670456
Iteration:  700 	s:7.5545 	Average Loss:  1.1008828657865524
Iteration:  800 	s:7.7474 	Average Loss:  1.0940700140595436
Iteration:  900 	s:7.6497 	Average Loss:  1.1072064897418021
Iteration:  1000 	s:7.8352 	Average Loss:  1.1001505649089813
Iteration:  1100 	s:7.7278 	Average Loss:  1.0980640625953675
Iteration:  1200 	s:7.6108 	Average Loss:  1.099259461760521
Iteration:  1300 	s:7.6597 	Average Loss:  1.097863107919693
Iteration:  1400 	s:7.7106 	Average Loss:  1.094793858230114
Iteration:  1500 	s:7.8188 	Average Loss:  1.0951025053858756
Iteration:  1600 	s:7.7445 	Average Loss:  1.1061221531033516
Iteration:  1700 	s:7.8567 	Average Loss:  1.0963325625658036
Iteration:  1800 	s:7.8493 	Average Loss:  1.0925493755936622
Iteration:  1900 	s:7.6924 	Average Loss:  1.0942954197525978
Iteration:  2000 	s:7.7671 	Average Loss:  1.0638052094029262
Iteration:  2100 	s:7.6569 	Average Loss:  1.097194797694683
Iteration:  2200 	s:7.4504 	Average Loss:  1.0962552359700204
Iteration:  2300 	s:7.7623 	Average Loss:  1.0859180054068565
Iteration:  2400 	s:7.7297 	Average Loss:  1.0399934214912354
Iteration:  2500 	s:7.7045 	Average Loss:  1.019299683041172
Iteration:  2600 	s:7.9357 	Average Loss:  0.9776498464785982
Iteration:  2700 	s:7.9104 	Average Loss:  1.007454421693401
Iteration:  2800 	s:7.6937 	Average Loss:  0.9160478519738535
Iteration:  2900 	s:7.5793 	Average Loss:  0.8649993181722493
Iteration:  3000 	s:7.7846 	Average Loss:  0.8429879567619355
Iteration:  3100 	s:7.3573 	Average Loss:  0.6730023793423174
Iteration:  3200 	s:7.5088 	Average Loss:  0.5368035032053012
Iteration:  3300 	s:7.4779 	Average Loss:  0.6724895899182592
Iteration:  3400 	s:7.5904 	Average Loss:  0.5340821408250486
Iteration:  3500 	s:7.6654 	Average Loss:  0.4383173837224604
Iteration:  3600 	s:7.5388 	Average Loss:  0.5589729149597406
Iteration:  3700 	s:7.7259 	Average Loss:  0.43588725793815686
Iteration:  3800 	s:7.5586 	Average Loss:  0.3036818987224615
Iteration:  3900 	s:7.5345 	Average Loss:  0.31752662327900905
Iteration:  4000 	s:7.4059 	Average Loss:  0.4211929449582567
Iteration:  4100 	s:7.4816 	Average Loss:  0.37142635068230445
Iteration:  4200 	s:7.5609 	Average Loss:  0.2550190658701467
