Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:10.0019 	Average Loss:  3.2279295626282694
Iteration:  200 	s:7.3259 	Average Loss:  2.431274773638252
Iteration:  300 	s:7.4941 	Average Loss:  1.6776098233311858
Iteration:  400 	s:7.3732 	Average Loss:  1.0872459505512517
Iteration:  500 	s:6.5189 	Average Loss:  0.6277201973685229
Iteration:  600 	s:7.8101 	Average Loss:  0.6977993751104805
Iteration:  700 	s:7.5922 	Average Loss:  0.5294792952616278
Iteration:  800 	s:7.4935 	Average Loss:  0.4098275534820358
Iteration:  900 	s:6.8845 	Average Loss:  0.49786604142072916
Iteration:  1000 	s:6.6962 	Average Loss:  0.4417384514095916
Iteration:  1100 	s:6.8776 	Average Loss:  0.36459925197155746
Iteration:  1200 	s:7.1466 	Average Loss:  0.38364748646853014
Iteration:  1300 	s:7.2103 	Average Loss:  0.3627107751648884
Iteration:  1400 	s:7.1509 	Average Loss:  0.3632797871384233
Iteration:  1500 	s:7.4508 	Average Loss:  0.46638824940541584
Iteration:  1600 	s:7.7654 	Average Loss:  0.18523540273620626
Iteration:  1700 	s:6.3981 	Average Loss:  0.2726699414398139
Iteration:  1800 	s:7.6290 	Average Loss:  0.48489881254349215
Iteration:  1900 	s:7.1108 	Average Loss:  0.3105585408174397
Iteration:  2000 	s:7.4915 	Average Loss:  0.43534690669572823
Iteration:  2100 	s:7.6230 	Average Loss:  0.25106402222199864
Iteration:  2200 	s:7.2703 	Average Loss:  0.4466687074887295
Iteration:  2300 	s:7.4453 	Average Loss:  0.2576953125251646
Iteration:  2400 	s:7.5298 	Average Loss:  0.28057223768750417
Iteration:  2500 	s:7.3465 	Average Loss:  0.14633150578782306
Iteration:  2600 	s:7.1783 	Average Loss:  0.27932443768435494
Iteration:  2700 	s:7.8447 	Average Loss:  0.14129784520907682
Iteration:  2800 	s:7.2644 	Average Loss:  0.2902058394393971
Iteration:  2900 	s:7.3612 	Average Loss:  0.22111094931331124
Iteration:  3000 	s:6.8679 	Average Loss:  0.22351534599377687
Iteration:  3100 	s:8.0724 	Average Loss:  0.21247043693484877
Iteration:  3200 	s:6.8533 	Average Loss:  0.2611490699067044
Iteration:  3300 	s:7.8428 	Average Loss:  0.24570411052341037
Iteration:  3400 	s:7.5499 	Average Loss:  0.20393570489453872
Iteration:  3500 	s:6.6356 	Average Loss:  0.29213727236972725
Iteration:  3600 	s:7.6284 	Average Loss:  0.2475716617717139
Iteration:  3700 	s:7.6138 	Average Loss:  0.331932597886896
Iteration:  3800 	s:7.0742 	Average Loss:  0.25979115025827015
Iteration:  3900 	s:7.2988 	Average Loss:  0.2734687169934992
Iteration:  4000 	s:7.1200 	Average Loss:  0.27013734412082163
Iteration:  4100 	s:6.6532 	Average Loss:  0.21458265307341712
Iteration:  4200 	s:7.2148 	Average Loss:  0.17686170682779778
Iteration:  4300 	s:7.7020 	Average Loss:  0.2264129610312384
Iteration:  4400 	s:7.5812 	Average Loss:  0.331689364168258
Iteration:  4500 	s:8.4447 	Average Loss:  0.2419947216042601
Iteration:  4600 	s:7.4569 	Average Loss:  0.16722306106658105
Iteration:  4700 	s:6.8394 	Average Loss:  0.13102254204969224
Iteration:  4800 	s:7.5151 	Average Loss:  0.10003083917148445
Iteration:  4900 	s:6.8406 	Average Loss:  0.2500825738272857
Iteration:  5000 	s:6.7737 	Average Loss:  0.11821970389603681
Epoch time:  367.93665981292725
Epoch 2
Iteration:  5100 	s:6.7952 	Average Loss:  0.19019976517693685
Iteration:  5200 	s:7.1404 	Average Loss:  0.25195669546606153
Iteration:  5300 	s:7.3034 	Average Loss:  0.15203527593367802
Iteration:  5400 	s:6.9885 	Average Loss:  0.2535963466536937
Iteration:  5500 	s:7.3055 	Average Loss:  0.19220158826808467
Iteration:  5600 	s:7.8769 	Average Loss:  0.23619446471518324
Iteration:  5700 	s:7.0822 	Average Loss:  0.20918561135743705
Iteration:  5800 	s:8.5421 	Average Loss:  0.09153915948582146
Iteration:  5900 	s:7.2736 	Average Loss:  0.1631886466232362
Iteration:  6000 	s:7.0444 	Average Loss:  0.16640041422647772
Iteration:  6100 	s:6.5505 	Average Loss:  0.18774493878876466
Iteration:  6200 	s:6.8831 	Average Loss:  0.18131981759671537
Iteration:  6300 	s:7.1365 	Average Loss:  0.1641488388161969
Iteration:  6400 	s:7.1334 	Average Loss:  0.13675600227906984
Iteration:  6500 	s:6.5755 	Average Loss:  0.22606242645731617
Iteration:  6600 	s:6.9142 	Average Loss:  0.12939142619968755
Iteration:  6700 	s:6.6840 	Average Loss:  0.13280843817687255
Iteration:  6800 	s:6.8202 	Average Loss:  0.2580926061516693
Iteration:  6900 	s:7.0374 	Average Loss:  0.11574651948045578
Iteration:  7000 	s:6.7285 	Average Loss:  0.2634727063159031
Iteration:  7100 	s:6.7219 	Average Loss:  0.21302470073579405
Iteration:  7200 	s:6.7185 	Average Loss:  0.2290373840182526
Iteration:  7300 	s:6.2472 	Average Loss:  0.15989815559888534
Iteration:  7400 	s:6.3391 	Average Loss:  0.18670495581863122
Iteration:  7500 	s:6.8149 	Average Loss:  0.06818886232216477
Iteration:  7600 	s:6.9331 	Average Loss:  0.1450455107575692
Iteration:  7700 	s:6.4326 	Average Loss:  0.04612351293259816
Iteration:  7800 	s:6.6350 	Average Loss:  0.20012927223076993
Iteration:  7900 	s:6.4468 	Average Loss:  0.15085808309245816
Iteration:  8000 	s:6.7965 	Average Loss:  0.14550381226663694
Iteration:  8100 	s:7.9023 	Average Loss:  0.0874810934242648
Iteration:  8200 	s:6.6408 	Average Loss:  0.17462974854558574
Iteration:  8300 	s:7.0508 	Average Loss:  0.1754125450217803
Iteration:  8400 	s:6.3989 	Average Loss:  0.2547115584201012
Iteration:  8500 	s:6.5726 	Average Loss:  0.10811249287580349
Iteration:  8600 	s:6.2779 	Average Loss:  0.1232548827153681
Iteration:  8700 	s:6.7700 	Average Loss:  0.2125380553782353
Iteration:  8800 	s:6.2254 	Average Loss:  0.057969076418761395
Iteration:  8900 	s:7.0685 	Average Loss:  0.23560200992238628
Iteration:  9000 	s:7.0763 	Average Loss:  0.27874307195385145
Iteration:  9100 	s:6.0562 	Average Loss:  0.135778654174031
