Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:26.7350 	Average Loss:  2.9762368738651275
Iteration:  200 	s:19.4779 	Average Loss:  2.6614490509033204
Iteration:  300 	s:19.8632 	Average Loss:  2.6196745485067368
Iteration:  400 	s:19.3653 	Average Loss:  2.408725370168686
Iteration:  500 	s:18.4092 	Average Loss:  2.422066163420677
Iteration:  600 	s:18.8918 	Average Loss:  2.1617918309569357
Iteration:  700 	s:19.9695 	Average Loss:  2.0627262392640113
Iteration:  800 	s:17.6904 	Average Loss:  1.785855820402503
Iteration:  900 	s:18.3509 	Average Loss:  1.456712611890398
Iteration:  1000 	s:17.6977 	Average Loss:  1.066821076349588
Iteration:  1100 	s:16.1248 	Average Loss:  0.6474646685486368
Iteration:  1200 	s:17.7181 	Average Loss:  0.8639627819471934
Iteration:  1300 	s:16.8739 	Average Loss:  0.6921408943127244
Iteration:  1400 	s:17.2670 	Average Loss:  0.6753772038692841
Iteration:  1500 	s:17.5446 	Average Loss:  0.804766465498833
Iteration:  1600 	s:16.6350 	Average Loss:  0.6654202510442702
Iteration:  1700 	s:17.1846 	Average Loss:  0.40682302300963785
Iteration:  1800 	s:16.0634 	Average Loss:  0.31333931121484054
Iteration:  1900 	s:16.7058 	Average Loss:  0.37895913096610456
Iteration:  2000 	s:17.2208 	Average Loss:  0.5985957890059944
Iteration:  2100 	s:16.4553 	Average Loss:  0.44526258068983227
Iteration:  2200 	s:16.5519 	Average Loss:  0.4632765262010434
Iteration:  2300 	s:15.9526 	Average Loss:  0.5212541015895062
Iteration:  2400 	s:16.9092 	Average Loss:  0.45375503246978127
Iteration:  2500 	s:17.8744 	Average Loss:  0.4457964819180779
Iteration:  2600 	s:16.5458 	Average Loss:  0.35745090757812664
Iteration:  2700 	s:15.6202 	Average Loss:  0.48747232592637374
Iteration:  2800 	s:15.9191 	Average Loss:  0.3093924797089444
Iteration:  2900 	s:16.4255 	Average Loss:  0.3692956332443282
Iteration:  3000 	s:16.9526 	Average Loss:  0.472851395024918
Iteration:  3100 	s:15.7097 	Average Loss:  0.19876351197253825
Iteration:  3200 	s:15.7202 	Average Loss:  0.35425084129037715
Iteration:  3300 	s:16.5334 	Average Loss:  0.37295872127807755
Iteration:  3400 	s:16.2314 	Average Loss:  0.3019684107600551
Iteration:  3500 	s:15.8519 	Average Loss:  0.2783290708104414
Iteration:  3600 	s:15.3123 	Average Loss:  0.18011601359626592
Iteration:  3700 	s:14.6560 	Average Loss:  0.1873664633964095
Iteration:  3800 	s:15.5740 	Average Loss:  0.4220605926938415
Iteration:  3900 	s:15.5838 	Average Loss:  0.1501953627876719
Iteration:  4000 	s:15.5766 	Average Loss:  0.342694105745004
Iteration:  4100 	s:15.5209 	Average Loss:  0.19095105525106193
Iteration:  4200 	s:16.1018 	Average Loss:  0.3210806536862533
Iteration:  4300 	s:15.6791 	Average Loss:  0.2777610623321916
Iteration:  4400 	s:15.8518 	Average Loss:  0.2714238494506571
Iteration:  4500 	s:15.9604 	Average Loss:  0.38249620566995873
Iteration:  4600 	s:17.1658 	Average Loss:  0.3494738492602573
Iteration:  4700 	s:16.0577 	Average Loss:  0.208725928875956
Iteration:  4800 	s:16.4084 	Average Loss:  0.30203892991892645
Iteration:  4900 	s:16.5829 	Average Loss:  0.24075103321108052
Iteration:  5000 	s:13.8492 	Average Loss:  0.21600042439336267
Epoch time:  847.0591478347778
Epoch 2
Iteration:  5100 	s:14.0386 	Average Loss:  0.40336334417306696
Iteration:  5200 	s:15.5977 	Average Loss:  0.2984936625640512
Iteration:  5300 	s:15.4791 	Average Loss:  0.33562789834310935
Iteration:  5400 	s:15.6998 	Average Loss:  0.22638962654385383
Iteration:  5500 	s:15.6483 	Average Loss:  0.4022061403679982
Iteration:  5600 	s:15.8800 	Average Loss:  0.21951588319581788
Iteration:  5700 	s:16.6778 	Average Loss:  0.246522399014666
Iteration:  5800 	s:15.2099 	Average Loss:  0.24787680283465308
Iteration:  5900 	s:15.1305 	Average Loss:  0.31484779754960074
Iteration:  6000 	s:16.4903 	Average Loss:  0.29730820342399467
Iteration:  6100 	s:16.1392 	Average Loss:  0.13770197544006982
Iteration:  6200 	s:15.0778 	Average Loss:  0.24705527729034565
Iteration:  6300 	s:15.7926 	Average Loss:  0.19942827298328575
Iteration:  6400 	s:15.4756 	Average Loss:  0.3376802667801212
Iteration:  6500 	s:15.9371 	Average Loss:  0.28245208419983103
Iteration:  6600 	s:16.3730 	Average Loss:  0.2713410499230622
Iteration:  6700 	s:15.5120 	Average Loss:  0.15462855994417624
Iteration:  6800 	s:15.1275 	Average Loss:  0.22065885052820053
Iteration:  6900 	s:14.6460 	Average Loss:  0.13606896651460054
Iteration:  7000 	s:15.0186 	Average Loss:  0.2891703301835355
Iteration:  7100 	s:14.7251 	Average Loss:  0.20137046349287993
Iteration:  7200 	s:14.7091 	Average Loss:  0.22887022546581146
Iteration:  7300 	s:14.6736 	Average Loss:  0.2974367003493148
Iteration:  7400 	s:15.4491 	Average Loss:  0.23206450661114011
