Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:8.3239 	Average Loss:  1.7526740428805352
Iteration:  200 	s:7.8544 	Average Loss:  1.6587112141307443
Iteration:  300 	s:7.9311 	Average Loss:  1.5077818122301687
Iteration:  400 	s:7.6856 	Average Loss:  1.2593967006573847
Iteration:  500 	s:7.8391 	Average Loss:  0.8363889321867032
Iteration:  600 	s:7.7375 	Average Loss:  0.77015985433693
Iteration:  700 	s:7.6085 	Average Loss:  0.6480810592788285
Iteration:  800 	s:7.3001 	Average Loss:  0.435790000112751
Iteration:  900 	s:7.2911 	Average Loss:  0.4635148459206331
Iteration:  1000 	s:7.2903 	Average Loss:  0.3507758262343319
Iteration:  1100 	s:7.1907 	Average Loss:  0.3801961197949694
Iteration:  1200 	s:7.2319 	Average Loss:  0.33012828555639345
Iteration:  1300 	s:7.2123 	Average Loss:  0.36471915716430386
Iteration:  1400 	s:7.3671 	Average Loss:  0.44508171599499025
Iteration:  1500 	s:7.6807 	Average Loss:  0.370573834045058
Iteration:  1600 	s:7.3683 	Average Loss:  0.15449268658535878
Iteration:  1700 	s:7.0203 	Average Loss:  0.30514285697449395
Iteration:  1800 	s:7.6448 	Average Loss:  0.3797868643575322
Iteration:  1900 	s:7.3168 	Average Loss:  0.3055505427589549
Iteration:  2000 	s:7.3600 	Average Loss:  0.3655593958056893
Iteration:  2100 	s:7.2355 	Average Loss:  0.3101979498360065
Iteration:  2200 	s:7.2112 	Average Loss:  0.33528517153611176
Iteration:  2300 	s:7.3673 	Average Loss:  0.30339640111968763
Iteration:  2400 	s:7.3568 	Average Loss:  0.24081419753737132
Iteration:  2500 	s:7.0966 	Average Loss:  0.17910337516577904
Iteration:  2600 	s:7.2231 	Average Loss:  0.2171358916549658
Iteration:  2700 	s:6.9150 	Average Loss:  0.18637663135632498
Iteration:  2800 	s:7.1098 	Average Loss:  0.2278362133413384
Iteration:  2900 	s:7.1806 	Average Loss:  0.2898614945177729
Iteration:  3000 	s:7.3577 	Average Loss:  0.2649035665080824
Iteration:  3100 	s:7.0864 	Average Loss:  0.1680033069377932
Iteration:  3200 	s:6.8814 	Average Loss:  0.26336342020053755
Iteration:  3300 	s:7.3095 	Average Loss:  0.19555759846418333
Iteration:  3400 	s:7.0066 	Average Loss:  0.12902719994046818
Iteration:  3500 	s:7.0201 	Average Loss:  0.22560683347468807
Iteration:  3600 	s:7.0817 	Average Loss:  0.24320699281956068
Iteration:  3700 	s:7.0530 	Average Loss:  0.2485744181889032
Iteration:  3800 	s:6.9012 	Average Loss:  0.1440874961183775
Iteration:  3900 	s:7.2279 	Average Loss:  0.22002828500066074
Iteration:  4000 	s:7.2040 	Average Loss:  0.3070095806151819
Iteration:  4100 	s:7.0081 	Average Loss:  0.15686696512913795
Iteration:  4200 	s:7.0405 	Average Loss:  0.15359641849620156
Iteration:  4300 	s:6.9816 	Average Loss:  0.16653809167093217
Iteration:  4400 	s:6.9754 	Average Loss:  0.303094589736776
Iteration:  4500 	s:7.4102 	Average Loss:  0.19654835575492258
Iteration:  4600 	s:7.2833 	Average Loss:  0.16900274180159386
Iteration:  4700 	s:7.2386 	Average Loss:  0.20213465848547915
