Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:16.7948 	Average Loss:  2.7655917525291445
Iteration:  200 	s:14.1865 	Average Loss:  2.773272898197174
Iteration:  300 	s:14.8351 	Average Loss:  2.519986193180084
Iteration:  400 	s:15.1213 	Average Loss:  2.1017288281023503
Iteration:  500 	s:14.0457 	Average Loss:  1.3976100880622107
Iteration:  600 	s:13.6872 	Average Loss:  0.7988021372491494
Iteration:  700 	s:14.6603 	Average Loss:  0.7563580800720956
Iteration:  800 	s:13.5573 	Average Loss:  0.5090753092523664
Iteration:  900 	s:13.5525 	Average Loss:  0.46480423894478007
Iteration:  1000 	s:14.2776 	Average Loss:  0.4592501035378154
Iteration:  1100 	s:13.7390 	Average Loss:  0.5182199128169982
Iteration:  1200 	s:13.4432 	Average Loss:  0.3826639972256453
Iteration:  1300 	s:14.5492 	Average Loss:  0.35666572194544643
Iteration:  1400 	s:17.7370 	Average Loss:  0.3776143618486276
Iteration:  1500 	s:13.4742 	Average Loss:  0.5001576219683921
Iteration:  1600 	s:12.9611 	Average Loss:  0.2971060802254033
Iteration:  1700 	s:12.6250 	Average Loss:  0.34551077313139106
Iteration:  1800 	s:13.0800 	Average Loss:  0.4342502572230296
Iteration:  1900 	s:12.2252 	Average Loss:  0.35840345396743944
Iteration:  2000 	s:14.0539 	Average Loss:  0.42677776823566094
Iteration:  2100 	s:12.8819 	Average Loss:  0.3230542082931515
Iteration:  2200 	s:13.8168 	Average Loss:  0.43022872710191223
Iteration:  2300 	s:12.9089 	Average Loss:  0.3361301341909389
Iteration:  2400 	s:13.2214 	Average Loss:  0.4138880778968087
Iteration:  2500 	s:13.6080 	Average Loss:  0.16531590017806
Iteration:  2600 	s:12.3737 	Average Loss:  0.27139992886273473
Iteration:  2700 	s:12.8980 	Average Loss:  0.14815086486451357
Iteration:  2800 	s:10.5611 	Average Loss:  0.21470797746751008
Iteration:  2900 	s:11.5922 	Average Loss:  0.25966424712145064
Iteration:  3000 	s:11.1189 	Average Loss:  0.3610711788820481
Iteration:  3100 	s:11.1512 	Average Loss:  0.28622221195236214
Iteration:  3200 	s:11.3467 	Average Loss:  0.2556729879006517
Iteration:  3300 	s:11.5110 	Average Loss:  0.41012933554320624
Iteration:  3400 	s:12.7429 	Average Loss:  0.17551662374752597
Iteration:  3500 	s:11.4157 	Average Loss:  0.21803733267942743
Iteration:  3600 	s:11.0746 	Average Loss:  0.3015809776921196
Iteration:  3700 	s:11.0354 	Average Loss:  0.2606997955422573
Iteration:  3800 	s:11.3666 	Average Loss:  0.13263841801195356
Iteration:  3900 	s:10.9402 	Average Loss:  0.2782938809537978
Iteration:  4000 	s:10.1969 	Average Loss:  0.3024153865310286
Iteration:  4100 	s:10.4231 	Average Loss:  0.22656250233083164
Iteration:  4200 	s:11.2648 	Average Loss:  0.2594358721976003
Iteration:  4300 	s:11.1348 	Average Loss:  0.1877106504560138
Iteration:  4400 	s:10.8065 	Average Loss:  0.34096021417428984
Iteration:  4500 	s:10.9644 	Average Loss:  0.33127161966195584
Iteration:  4600 	s:11.4521 	Average Loss:  0.1689914076808095
Iteration:  4700 	s:10.6172 	Average Loss:  0.1363146935302061
Iteration:  4800 	s:11.2034 	Average Loss:  0.1153728001377781
Iteration:  4900 	s:10.6716 	Average Loss:  0.2507256835813527
Iteration:  5000 	s:11.0080 	Average Loss:  0.11533786530678651
Epoch time:  629.9982664585114
Epoch 2
Iteration:  5100 	s:11.3393 	Average Loss:  0.23642817698997307
Iteration:  5200 	s:10.8171 	Average Loss:  0.264072906605164
Iteration:  5300 	s:11.6843 	Average Loss:  0.2213291413622969
Iteration:  5400 	s:11.7965 	Average Loss:  0.23582861085164356
Iteration:  5500 	s:10.9463 	Average Loss:  0.18184755276868642
Iteration:  5600 	s:10.3063 	Average Loss:  0.16431409095187244
Iteration:  5700 	s:11.7106 	Average Loss:  0.20301761305739816
Iteration:  5800 	s:10.4488 	Average Loss:  0.058108809389339086
Iteration:  5900 	s:10.6334 	Average Loss:  0.15767771091713256
Iteration:  6000 	s:10.3368 	Average Loss:  0.19176568604029232
Iteration:  6100 	s:11.6272 	Average Loss:  0.18848177259190288
Iteration:  6200 	s:10.4423 	Average Loss:  0.11286893361249441
Iteration:  6300 	s:10.8296 	Average Loss:  0.12939258431279882
Iteration:  6400 	s:10.2426 	Average Loss:  0.2213644147501722
Iteration:  6500 	s:11.6519 	Average Loss:  0.29624824504398634
Iteration:  6600 	s:10.3070 	Average Loss:  0.21758523349452433
Iteration:  6700 	s:10.9500 	Average Loss:  0.19144484272913634
Iteration:  6800 	s:10.9263 	Average Loss:  0.28107536004162126
Iteration:  6900 	s:10.3845 	Average Loss:  0.16209525960206336
Iteration:  7000 	s:10.6592 	Average Loss:  0.16425785649535204
Iteration:  7100 	s:10.4213 	Average Loss:  0.1097302398725757
Iteration:  7200 	s:12.1987 	Average Loss:  0.19038890691481097
Iteration:  7300 	s:10.4292 	Average Loss:  0.14938441098219193
Iteration:  7400 	s:11.0837 	Average Loss:  0.22342675529306252
Iteration:  7500 	s:10.6536 	Average Loss:  0.1040955143847599
Iteration:  7600 	s:10.2825 	Average Loss:  0.13360987856367296
Iteration:  7700 	s:9.7709 	Average Loss:  0.06805098207643369
Iteration:  7800 	s:10.4433 	Average Loss:  0.19591494935885784
Iteration:  7900 	s:10.1300 	Average Loss:  0.11698550638079805
Iteration:  8000 	s:10.7676 	Average Loss:  0.17601176131539376
Iteration:  8100 	s:10.6001 	Average Loss:  0.21051222008421974
Iteration:  8200 	s:10.9096 	Average Loss:  0.12325606490329818
Iteration:  8300 	s:10.5317 	Average Loss:  0.22871062182031884
