Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:8.3922 	Average Loss:  0.4971674045920372
Iteration:  200 	s:9.0040 	Average Loss:  0.36206872557842873
Iteration:  300 	s:8.7401 	Average Loss:  0.23878527468797983
Iteration:  400 	s:8.0452 	Average Loss:  0.2131022832421877
Iteration:  500 	s:7.9345 	Average Loss:  0.18675146620861596
Iteration:  600 	s:7.7435 	Average Loss:  0.24461780186044052
Iteration:  700 	s:7.2406 	Average Loss:  0.2023505752440633
Iteration:  800 	s:7.3721 	Average Loss:  0.12355510798093747
Iteration:  900 	s:7.5013 	Average Loss:  0.06594405141997413
Iteration:  1000 	s:7.5294 	Average Loss:  0.12483509021181817
Iteration:  1100 	s:7.7513 	Average Loss:  0.08918927407962655
Iteration:  1200 	s:7.5869 	Average Loss:  0.08515094501066307
Iteration:  1300 	s:7.4796 	Average Loss:  0.12496360059720586
Iteration:  1400 	s:7.2024 	Average Loss:  0.1269430153835674
Iteration:  1500 	s:8.4969 	Average Loss:  0.09823413059576297
Iteration:  1600 	s:8.3704 	Average Loss:  0.08128702784189158
Iteration:  1700 	s:7.2457 	Average Loss:  0.10756333573291613
Iteration:  1800 	s:9.0703 	Average Loss:  0.04433916466260825
Iteration:  1900 	s:7.4536 	Average Loss:  0.11521339710289852
Iteration:  2000 	s:8.2718 	Average Loss:  0.038070115059973944
Iteration:  2100 	s:7.8443 	Average Loss:  0.05711035060967646
Iteration:  2200 	s:7.8042 	Average Loss:  0.09598541026352364
Iteration:  2300 	s:7.6734 	Average Loss:  0.0706566549864678
Iteration:  2400 	s:7.0250 	Average Loss:  0.132316056548932
Iteration:  2500 	s:7.2549 	Average Loss:  0.07707073783741122
Iteration:  2600 	s:7.2820 	Average Loss:  0.08730851601852407
Iteration:  2700 	s:7.5503 	Average Loss:  0.1351732372813723
Iteration:  2800 	s:7.1047 	Average Loss:  0.0476748336817036
Iteration:  2900 	s:8.4397 	Average Loss:  0.10156019132042275
Iteration:  3000 	s:7.6597 	Average Loss:  0.08366830543000106
Iteration:  3100 	s:7.7282 	Average Loss:  0.01740558234420881
Iteration:  3200 	s:7.5146 	Average Loss:  0.09005987041067336
Iteration:  3300 	s:7.5875 	Average Loss:  0.1373108104222237
Iteration:  3400 	s:7.5000 	Average Loss:  0.06192490556258037
Iteration:  3500 	s:7.2959 	Average Loss:  0.05706567656521266
Iteration:  3600 	s:7.0741 	Average Loss:  0.14338888539973715
Iteration:  3700 	s:7.4129 	Average Loss:  0.08652953673478805
Iteration:  3800 	s:7.3855 	Average Loss:  0.04380265174266384
Iteration:  3900 	s:7.4404 	Average Loss:  0.059034587825329936
Iteration:  4000 	s:7.5758 	Average Loss:  0.032302104182035656
Iteration:  4100 	s:7.5961 	Average Loss:  0.0928503493123798
Iteration:  4200 	s:7.7877 	Average Loss:  0.07964885195335228
Iteration:  4300 	s:7.8753 	Average Loss:  0.06803738100207582
Iteration:  4400 	s:7.2068 	Average Loss:  0.19090779320661455
Iteration:  4500 	s:7.6564 	Average Loss:  0.06636149889200232
Iteration:  4600 	s:7.3765 	Average Loss:  0.026284453991189345
Iteration:  4700 	s:7.2281 	Average Loss:  0.0991434144221374
Iteration:  4800 	s:8.2123 	Average Loss:  0.11310541403454827
Iteration:  4900 	s:7.0921 	Average Loss:  0.04478557967324662
Iteration:  5000 	s:7.3601 	Average Loss:  0.02381970184042814
Epoch time:  384.0383081436157
Epoch 2
Iteration:  5100 	s:7.4344 	Average Loss:  0.025274984008319307
Iteration:  5200 	s:7.6719 	Average Loss:  0.032331258489639865
Iteration:  5300 	s:7.4115 	Average Loss:  0.06840559263497148
Iteration:  5400 	s:7.2341 	Average Loss:  0.030559084602239325
Iteration:  5500 	s:7.7122 	Average Loss:  0.04880059253872424
Iteration:  5600 	s:7.9198 	Average Loss:  0.11176532473656899
Iteration:  5700 	s:7.4479 	Average Loss:  0.11341837343966944
Iteration:  5800 	s:8.3316 	Average Loss:  0.05248368516111277
Iteration:  5900 	s:9.2054 	Average Loss:  0.03373199482279553
Iteration:  6000 	s:7.4670 	Average Loss:  0.05563082310930117
Iteration:  6100 	s:8.4758 	Average Loss:  0.02864765002532167
Iteration:  6200 	s:7.6963 	Average Loss:  0.016807529945505096
Iteration:  6300 	s:8.5514 	Average Loss:  0.015439866662871964
Iteration:  6400 	s:7.8941 	Average Loss:  0.1200705520643666
Iteration:  6500 	s:7.6414 	Average Loss:  0.06980031685201148
Iteration:  6600 	s:7.7496 	Average Loss:  0.014432140246919438
Iteration:  6700 	s:8.2789 	Average Loss:  0.06770982116452544
Iteration:  6800 	s:7.5593 	Average Loss:  0.019796741526701567
Iteration:  6900 	s:8.8776 	Average Loss:  0.0789947644918998
Iteration:  7000 	s:7.2554 	Average Loss:  0.04326028319163889
Iteration:  7100 	s:7.7060 	Average Loss:  0.04754130940955108
Iteration:  7200 	s:8.0426 	Average Loss:  0.054004345530021994
Iteration:  7300 	s:7.5415 	Average Loss:  0.031241843312111682
Iteration:  7400 	s:7.4845 	Average Loss:  0.08070596340318438
Iteration:  7500 	s:7.8432 	Average Loss:  0.022724210640708335
Iteration:  7600 	s:7.7614 	Average Loss:  0.033666020847077115
Iteration:  7700 	s:8.2255 	Average Loss:  0.07048688303594329
Iteration:  7800 	s:7.4689 	Average Loss:  0.0447030578810444
Iteration:  7900 	s:8.0806 	Average Loss:  0.05249819690881999
Iteration:  8000 	s:8.8506 	Average Loss:  0.02607325963674562
Iteration:  8100 	s:7.9326 	Average Loss:  0.046896352040261075
Iteration:  8200 	s:7.7876 	Average Loss:  0.05658715361559835
Iteration:  8300 	s:7.4996 	Average Loss:  0.08729027290377175
Iteration:  8400 	s:7.6723 	Average Loss:  0.04590369190845017
Iteration:  8500 	s:7.7672 	Average Loss:  0.04252896879721359
Iteration:  8600 	s:7.6508 	Average Loss:  0.11506868225488144
Iteration:  8700 	s:7.2863 	Average Loss:  0.031147928462392685
Iteration:  8800 	s:8.4270 	Average Loss:  0.014084700255160669
Iteration:  8900 	s:8.3919 	Average Loss:  0.045846544082750566
Iteration:  9000 	s:9.2937 	Average Loss:  0.036498910521985124
Iteration:  9100 	s:7.3782 	Average Loss:  0.0645265566392677
Iteration:  9200 	s:7.4446 	Average Loss:  0.03800577405933531
Iteration:  9300 	s:7.0672 	Average Loss:  0.02525985389715384
Iteration:  9400 	s:7.4560 	Average Loss:  0.13818455355010276
Iteration:  9500 	s:8.2363 	Average Loss:  0.050097246909185815
Iteration:  9600 	s:7.4948 	Average Loss:  0.03265602177922291
Iteration:  9700 	s:7.2330 	Average Loss:  0.027308575447167076
Iteration:  9800 	s:7.5290 	Average Loss:  0.09908491046446995
Iteration:  9900 	s:7.5047 	Average Loss:  0.03778929785902449
Iteration:  10000 	s:7.5120 	Average Loss:  0.01887741769227251
Epoch time:  391.3858094215393
Epoch 3
Iteration:  10100 	s:7.1959 	Average Loss:  0.01005910592081804
Iteration:  10200 	s:8.0840 	Average Loss:  0.021497269217417632
Iteration:  10300 	s:7.3896 	Average Loss:  0.03103996748529693
Iteration:  10400 	s:6.8866 	Average Loss:  0.03142353854405581
Iteration:  10500 	s:7.8976 	Average Loss:  0.02669711085817358
Iteration:  10600 	s:7.5216 	Average Loss:  0.05996477147584308
Iteration:  10700 	s:7.3116 	Average Loss:  0.08670362351425698
Iteration:  10800 	s:7.9279 	Average Loss:  0.0455484379973072
Iteration:  10900 	s:8.2078 	Average Loss:  0.03545933303167697
Iteration:  11000 	s:7.4482 	Average Loss:  0.060527301269301254
Iteration:  11100 	s:7.5767 	Average Loss:  0.015456449567279656
Iteration:  11200 	s:6.8703 	Average Loss:  0.028824116475216474
Iteration:  11300 	s:7.1182 	Average Loss:  0.031045259873083157
Iteration:  11400 	s:8.1583 	Average Loss:  0.0688665319372022
Iteration:  11500 	s:7.6893 	Average Loss:  0.03447232139921112
Iteration:  11600 	s:7.6899 	Average Loss:  0.021135666631748293
Iteration:  11700 	s:7.1381 	Average Loss:  0.03796479826414522
Iteration:  11800 	s:8.2877 	Average Loss:  0.01256122955924308
Iteration:  11900 	s:7.3713 	Average Loss:  0.02477334882956928
Iteration:  12000 	s:7.8368 	Average Loss:  0.004209470531993098
Iteration:  12100 	s:7.7088 	Average Loss:  0.016143509219356814
Iteration:  12200 	s:7.1781 	Average Loss:  0.04145380312922452
Iteration:  12300 	s:8.2096 	Average Loss:  0.02263222063775913
Iteration:  12400 	s:7.3146 	Average Loss:  0.047581232790027066
Iteration:  12500 	s:7.8178 	Average Loss:  0.01989341802077508
Iteration:  12600 	s:7.6863 	Average Loss:  0.04416373798392875
Iteration:  12700 	s:7.9288 	Average Loss:  0.07476315705630576
Iteration:  12800 	s:8.3298 	Average Loss:  0.0337246081139843
Iteration:  12900 	s:8.1925 	Average Loss:  0.018901391544377616
Iteration:  13000 	s:8.2128 	Average Loss:  0.048291509688284044
Iteration:  13100 	s:7.4521 	Average Loss:  0.0383739278324191
Iteration:  13200 	s:7.3832 	Average Loss:  0.029743643248205026
