Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:18.1016 	Average Loss:  0.5891236517205835
Iteration:  200 	s:16.7051 	Average Loss:  0.44425976009457374
Iteration:  300 	s:17.3678 	Average Loss:  0.4586345304560382
Iteration:  400 	s:17.7342 	Average Loss:  0.4751729463622905
Iteration:  500 	s:16.3976 	Average Loss:  0.4632720136991702
Iteration:  600 	s:16.0396 	Average Loss:  0.36187503997876774
Iteration:  700 	s:16.5729 	Average Loss:  0.36414133228361606
Iteration:  800 	s:17.4703 	Average Loss:  0.3847618322626795
Iteration:  900 	s:17.1229 	Average Loss:  0.3901530961274102
Iteration:  1000 	s:16.5575 	Average Loss:  0.365537292377021
Iteration:  1100 	s:16.3886 	Average Loss:  0.31215516180307984
Iteration:  1200 	s:16.4600 	Average Loss:  0.3055136341552952
Iteration:  1300 	s:17.7125 	Average Loss:  0.3460510666776759
Iteration:  1400 	s:16.9776 	Average Loss:  0.31833624200338817
Iteration:  1500 	s:16.9862 	Average Loss:  0.3076883464124604
Iteration:  1600 	s:16.6951 	Average Loss:  0.23878146119670418
Iteration:  1700 	s:27.6814 	Average Loss:  0.2101040565237328
Iteration:  1800 	s:15.8094 	Average Loss:  0.3300065930670374
Iteration:  1900 	s:16.0272 	Average Loss:  0.24414682906657845
Iteration:  2000 	s:15.9786 	Average Loss:  0.30281370096018234
Iteration:  2100 	s:15.9206 	Average Loss:  0.32274551497073845
Iteration:  2200 	s:16.1829 	Average Loss:  0.3338967391715346
Iteration:  2300 	s:16.5709 	Average Loss:  0.2962560965940338
Iteration:  2400 	s:16.7919 	Average Loss:  0.2734739543490741
Iteration:  2500 	s:16.4625 	Average Loss:  0.14357058536137715
Iteration:  2600 	s:17.4581 	Average Loss:  0.28209332886865485
Iteration:  2700 	s:16.1685 	Average Loss:  0.21855549773817984
Iteration:  2800 	s:16.0849 	Average Loss:  0.22549241627266675
Iteration:  2900 	s:16.7004 	Average Loss:  0.20486721946166725
Iteration:  3000 	s:15.9610 	Average Loss:  0.18471257749447886
Iteration:  3100 	s:16.8735 	Average Loss:  0.21922972271421387
Iteration:  3200 	s:16.6811 	Average Loss:  0.24836523045137462
Iteration:  3300 	s:15.6957 	Average Loss:  0.22701086685586688
Iteration:  3400 	s:15.8630 	Average Loss:  0.11845535033873311
Iteration:  3500 	s:15.5922 	Average Loss:  0.27568671115331367
Iteration:  3600 	s:17.2006 	Average Loss:  0.18342652848065513
Iteration:  3700 	s:16.4299 	Average Loss:  0.24343065168386005
Iteration:  3800 	s:16.9357 	Average Loss:  0.14829658818339908
Iteration:  3900 	s:16.0070 	Average Loss:  0.13905827828809042
Iteration:  4000 	s:17.8600 	Average Loss:  0.2535046875752358
Iteration:  4100 	s:16.3470 	Average Loss:  0.18102569546146852
Iteration:  4200 	s:16.5119 	Average Loss:  0.21934304193668924
Iteration:  4300 	s:16.8170 	Average Loss:  0.21524761401060466
Iteration:  4400 	s:15.3241 	Average Loss:  0.18802209294944078
Iteration:  4500 	s:15.7131 	Average Loss:  0.21590633791478353
Iteration:  4600 	s:17.3668 	Average Loss:  0.17861085060339618
Iteration:  4700 	s:16.4779 	Average Loss:  0.13318137346168385
Iteration:  4800 	s:17.3256 	Average Loss:  0.18237838468928202
Iteration:  4900 	s:16.4441 	Average Loss:  0.19734123731798725
Iteration:  5000 	s:16.2530 	Average Loss:  0.11729859945232424
Epoch time:  841.0095734596252
Epoch 2
Iteration:  5100 	s:16.0440 	Average Loss:  0.1451899233727606
Iteration:  5200 	s:15.7671 	Average Loss:  0.17176779471384343
Iteration:  5300 	s:16.6798 	Average Loss:  0.20399196939053255
Iteration:  5400 	s:16.1640 	Average Loss:  0.18668498768438394
Iteration:  5500 	s:16.0806 	Average Loss:  0.16208584724315186
Iteration:  5600 	s:16.4599 	Average Loss:  0.06711088447849313
Iteration:  5700 	s:16.6612 	Average Loss:  0.1581279137774868
Iteration:  5800 	s:15.7587 	Average Loss:  0.15982921808997932
Iteration:  5900 	s:16.2171 	Average Loss:  0.16596990008762788
Iteration:  6000 	s:15.8048 	Average Loss:  0.1369678509135318
